Step,Ideology_adaptive_mean,Ideology_adaptive_direct_mean,AvgEnergy_mean,CommunityPool_mean,TotalScar_mean,Renewables_mean,NonRenewables_mean,InfrastructureSites_mean,AgentsAlive_mean,GiniEnergy_mean,AvgAdaptiveReward_mean,MinedRenewable_mean,MinedNonrenewable_mean,AvgAdaptiveEpsilon_mean,AvgAdaptiveEpsilonGlobal_mean,Ideology_adaptive_std,Ideology_adaptive_direct_std,AvgEnergy_std,CommunityPool_std,TotalScar_std,Renewables_std,NonRenewables_std,InfrastructureSites_std,AgentsAlive_std,GiniEnergy_std,AvgAdaptiveReward_std,MinedRenewable_std,MinedNonrenewable_std,AvgAdaptiveEpsilon_std,AvgAdaptiveEpsilonGlobal_std
337,15.0,0.0,11.112233333333318,0.0,0.581999999999999,100.0,100.0,0.0,15.0,0.2926051222249044,0.986,1.2,0.0,0.7787277375177345,0.05,0.0,0.0,1.4998280564002806,0.0,0.4628846748621319,0.0,0.0,0.0,0.0,0.0777352675279505,0.02888034061561726,2.14993539954628,0.0,0.001726728723873067,0.0
338,15.0,0.0,11.465566666666653,0.0,0.7529999999999991,100.0,100.0,0.0,15.0,0.27556475937940234,0.9719999999999999,1.0,1.0,0.7781005611120827,0.05,0.0,0.0,1.5938197773638205,0.0,0.8032441167609699,0.0,0.0,0.0,0.0,0.06344542332491025,0.08038794823990854,1.632993161855452,2.1081851067789197,0.001738244333175471,0.0
339,15.0,0.0,11.125566666666654,0.0,0.7729999999999991,100.0,100.0,0.0,15.0,0.28178901892253483,1.0003333333333333,0.8,0.5,0.7779963860480932,0.05,0.0,0.0,1.5774994281073518,0.0,0.8375632646088423,0.0,0.0,0.0,0.0,0.06169800336070243,0.02768651675232085,1.6865480854231356,1.5811388300841898,0.001762077441715751,0.0
340,15.0,0.0,11.27333333333332,0.0,0.8689999999999992,100.0,100.0,0.0,15.0,0.2722606789674559,0.9706666666666666,1.3,0.5,0.7774691326630029,0.05,0.0,0.0,1.4896183950807578,0.0,1.0804160721170748,0.0,0.0,0.0,0.0,0.050859982116446184,0.0407885241667764,2.1108186931983415,1.5811388300841898,0.001479883519782552,0.0
341,15.0,0.0,10.799999999999986,0.0,1.0409999999999993,100.0,100.0,0.0,15.0,0.2816431880836442,1.0096666666666665,1.6,0.5,0.7774691326630029,0.05,0.0,0.0,1.5166564916223642,0.0,1.157271215690888,0.0,0.0,0.0,0.0,0.05279071211004882,0.017529516554009233,3.502380143083652,1.5811388300841898,0.001479883519782552,0.0
342,15.0,0.0,11.173333333333321,0.0,1.0559999999999994,100.0,100.0,0.0,15.0,0.2642403449818644,0.9736666666666667,0.4,1.5,0.7768440822790652,0.05,0.0,0.0,1.7804008426457905,0.0,1.1003958883561455,0.0,0.0,0.0,0.0,0.05600195383631202,0.052621405774447114,1.2649110640673518,2.41522945769824,0.0016362480918122317,0.0
343,15.0,0.0,10.679999999999986,0.0,0.9979999999999993,100.0,100.0,0.0,15.0,0.2783662015212417,1.0036666666666665,0.4,0.5,0.7768440822790652,0.05,0.0,0.0,1.7878326764583867,0.0,1.0573215636167117,0.0,0.0,0.0,0.0,0.060817534147711974,0.011595018087284036,1.2649110640673518,1.5811388300841898,0.0016362480918122317,0.0
344,15.0,0.0,10.71333333333332,0.0,0.9419999999999993,100.0,100.0,0.0,15.0,0.27533464276389924,0.9733333333333333,0.0,0.0,0.7764273820231068,0.05,0.0,0.0,1.7889371974153565,0.0,1.0133640346226356,0.0,0.0,0.0,0.0,0.06164995955310402,0.0344265186329548,0.0,0.0,0.0014798835197825406,0.0
345,15.0,0.0,10.239999999999984,0.0,1.0319999999999994,100.0,100.0,0.0,15.0,0.2894883756150418,1.0073333333333332,0.4,1.0,0.7764273820231068,0.05,0.0,0.0,1.7875288135465885,0.0,1.0926400240803105,0.0,0.0,0.0,0.0,0.06791509808836227,0.015460024116378741,1.2649110640673518,2.1081851067789197,0.0014798835197825406,0.0
346,15.0,0.0,10.453333333333319,0.0,1.0479999999999994,100.0,100.0,0.0,15.0,0.28167991782474416,0.975,0.6,0.5,0.7759043806814447,0.05,0.0,0.0,1.616596027475446,0.0,0.9972049828283938,0.0,0.0,0.0,0.0,0.06422900716148575,0.05011714671708401,1.3498971154211057,1.5811388300841895,0.0014581884769518437,0.0
347,15.0,0.0,10.086666666666652,0.0,0.9939999999999994,100.0,100.0,0.0,15.0,0.2938284629755728,0.9983333333333333,1.0,0.5,0.7758002056174551,0.05,0.0,0.0,1.372408894185517,0.0,0.958681965571018,0.0,0.0,0.0,0.0,0.06627250688668879,0.02772216655527699,1.699673171197595,1.5811388300841898,0.0014793828736840433,0.0
348,15.0,0.0,10.153333333333318,0.0,1.0969999999999995,100.0,100.0,0.0,15.0,0.29365919982846694,0.9823333333333333,0.7,1.0,0.7753813793397826,0.05,0.0,0.0,1.373757575609036,0.0,1.1639878769891794,0.0,0.0,0.0,0.0,0.0673955499730234,0.03748415303024817,1.636391694484477,2.1081851067789197,0.0015617539351363591,0.0
349,15.0,0.0,10.039999999999983,0.0,1.0529999999999995,100.0,100.0,0.0,15.0,0.2995138118095874,0.9799999999999999,0.4,0.0,0.7750688541478138,0.05,0.0,0.0,1.1864252771547017,0.0,1.1266178490410033,0.0,0.0,0.0,0.0,0.07245228977783429,0.03220305943597652,1.2649110640673518,0.0,0.0017055367926447978,0.0
350,15.0,0.0,11.073333333333318,0.0,1.0859999999999994,100.0,100.0,0.0,15.0,0.2633476486769176,0.9383333333333332,1.0,0.5,0.7739229284439281,0.05,0.0,0.0,1.268886942983528,0.0,1.0869856382573675,0.0,0.0,0.0,0.0,0.06187457766315444,0.0780669228575358,1.632993161855452,1.5811388300841895,0.0012498082650593267,0.0
351,15.0,0.0,10.56666666666665,0.0,1.1909999999999994,100.0,100.0,0.0,15.0,0.2762006818810722,1.0036666666666665,0.8,0.5,0.7739229284439281,0.05,0.0,0.0,1.2550146327414153,0.0,1.3544121315988797,0.0,0.0,0.0,0.0,0.06199983255682496,0.011595018087284041,1.6865480854231358,1.5811388300841898,0.0012498082650593267,0.0
352,15.0,0.0,10.633333333333317,0.0,1.0209999999999995,100.0,100.0,0.0,15.0,0.26713209497458706,0.9819999999999999,0.6,1.0,0.7735062281879697,0.05,0.0,0.0,1.5199090291165889,0.0,1.0497983933435342,0.0,0.0,0.0,0.0,0.048171020263421176,0.03594234065627685,1.3498971154211057,2.1081851067789197,0.0011285417770479345,0.0
353,15.0,0.0,10.126666666666651,0.0,0.9799999999999995,100.0,100.0,0.0,15.0,0.281908174480001,1.0013333333333332,0.6,0.0,0.7735062281879697,0.05,0.0,0.0,1.5029025415451007,0.0,1.0154582982848457,0.0,0.0,0.0,0.0,0.0523178490888838,0.004216370213557837,1.3498971154211057,0.0,0.0011285417770479345,0.0
354,15.0,0.0,9.879999999999983,0.0,0.9399999999999995,100.0,100.0,0.0,15.0,0.2896507083336771,0.9866666666666666,0.4,0.0,0.7732999615612702,0.05,0.0,0.0,1.3736677047099022,0.0,0.9816086570296508,0.0,0.0,0.0,0.0,0.05133637457177206,0.028109134757052262,1.2649110640673518,0.0,0.0012096427174574504,0.0
355,15.0,0.0,9.459999999999983,0.0,1.1549999999999994,100.0,100.0,0.0,15.0,0.3010938533994102,1.0143333333333333,0.4,1.5,0.7732999615612702,0.05,0.0,0.0,1.4377451481786045,0.0,1.3785358577531126,0.0,0.0,0.0,0.0,0.060541237520413696,0.02533966782402832,1.2649110640673518,3.3747427885527643,0.0012096427174574504,0.0
356,15.0,0.0,10.233333333333317,0.0,1.1819999999999993,100.0,100.0,0.0,15.0,0.2846699903072181,0.953,0.7,1.0,0.7723602599636498,0.05,0.0,0.0,1.1802908199901792,0.0,1.2860603061719578,0.0,0.0,0.0,0.0,0.047031088715417925,0.07129230388052127,1.4944341180973264,2.1081851067789192,0.0013137364725814065,0.0
357,15.0,0.0,9.88666666666665,0.0,1.2069999999999994,100.0,100.0,0.0,15.0,0.295176418920852,0.9969999999999999,0.0,0.5,0.77225608489966,0.05,0.0,0.0,1.314515354525749,0.0,1.307245195057147,0.0,0.0,0.0,0.0,0.04566079159073681,0.025163661826991916,0.0,1.5811388300841898,0.0015523750645675472,0.0
358,15.0,0.0,9.76866666666665,0.0,1.2299999999999993,100.0,100.0,0.0,15.0,0.3008021081969823,0.9843,1.33,0.5,0.7719414336859771,0.05,0.0,0.0,1.30735450527741,0.0,1.2886082069857812,0.0,0.0,0.0,0.0,0.049913437723569674,0.02860477815563917,2.1705350082922465,1.5811388300841898,0.001385587945300951,0.0
359,15.0,0.0,9.475333333333316,0.0,1.2519999999999993,100.0,100.0,0.0,15.0,0.3115570729701278,1.0063333333333333,1.2,0.5,0.7718372586219876,0.05,0.0,0.0,1.4906657722120182,0.0,1.2560679387145686,0.0,0.0,0.0,0.0,0.057033147508560186,0.03218196719198001,2.2997584414213788,1.5811388300841895,0.0013353897312560182,0.0
360,15.0,0.0,9.761999999999983,0.0,1.1999999999999993,100.0,100.0,0.0,15.0,0.30847543073141087,0.96,0.4,0.0,0.7712163752406095,0.05,0.0,0.0,1.2780079019829529,0.0,1.2091686767729668,0.0,0.0,0.0,0.0,0.04414502787306767,0.0562182695141045,1.2649110640673518,0.0,0.0013878519075839284,0.0
361,15.0,0.0,9.255333333333315,0.0,1.1479999999999992,100.0,100.0,0.0,15.0,0.32458793269499314,1.0013333333333334,0.6,0.0,0.7712163752406095,0.05,0.0,0.0,1.2529079262279983,0.0,1.1623806987768197,0.0,0.0,0.0,0.0,0.04789712554613372,0.004216370213557808,1.3498971154211057,0.0,0.0013878519075839284,0.0
362,15.0,0.0,9.441999999999982,0.0,1.0959999999999992,100.0,100.0,0.0,15.0,0.3262044593113175,0.9703333333333333,0.0,0.5,0.7706996669232211,0.05,0.0,0.0,1.3957468021824289,0.0,1.1157180049934954,0.0,0.0,0.0,0.0,0.05719930291895285,0.040504534115955684,0.0,1.5811388300841895,0.0015330200754308844,0.0
363,15.0,0.0,9.008666666666649,0.0,1.1179999999999992,100.0,100.0,0.0,15.0,0.3444441636677894,1.0146666666666666,0.4,2.0,0.7706996669232211,0.05,0.0,0.0,1.4219306992889114,0.0,1.1296980914287569,0.0,0.0,0.0,0.0,0.06203119215722904,0.018934585248125226,1.2649110640673518,2.5819888974716116,0.0015330200754308844,0.0
364,15.0,0.0,9.315333333333317,0.0,1.0669999999999993,100.0,100.0,0.0,15.0,0.3423362977028299,0.9613333333333334,0.2,0.0,0.7700767000405633,0.05,0.0,0.0,1.325301922274766,0.0,1.082815773804574,0.0,0.0,0.0,0.0,0.05371564082869807,0.04805346816275737,0.6324555320336759,0.0,0.0016103993779833562,0.0
365,15.0,0.0,8.935333333333315,0.0,1.016999999999999,100.0,100.0,0.0,15.0,0.35869187939897706,0.9933333333333334,0.4,0.0,0.7699725249765736,0.05,0.0,0.0,1.5944473093276648,0.0,1.0379900449105146,0.0,0.0,0.0,0.0,0.06195598279900157,0.021081851067789245,1.2649110640673518,0.0,0.0018633847684283588,0.0
366,15.0,0.0,8.855333333333316,0.0,0.9669999999999991,100.0,100.0,0.0,15.0,0.3705781459349507,0.9836666666666666,0.0,0.5,0.7696641667871644,0.05,0.0,0.0,1.4383462726339598,0.0,0.9933115210133105,0.0,0.0,0.0,0.0,0.06133854953875952,0.028128892048945576,0.0,1.5811388300841898,0.001682518042691855,0.0
367,15.0,0.0,8.395333333333316,0.0,0.9929999999999992,100.0,100.0,0.0,15.0,0.3906988091622769,1.0093333333333334,1.1,0.5,0.7696641667871644,0.05,0.0,0.0,1.4639437687372743,0.0,0.8952225049301051,0.0,0.0,0.0,0.0,0.07181718398606973,0.015379961309331872,1.7919573407620817,1.5811388300841895,0.001682518042691855,0.0
368,15.0,0.0,10.16866666666665,0.0,0.9429999999999993,100.0,100.0,0.0,15.0,0.3435167410647324,0.8879999999999999,0.2,0.0,0.7679015247044603,0.05,0.0,0.0,1.3382282371908096,0.0,0.851091456111895,0.0,0.0,0.0,0.0,0.056757030388329605,0.06291675864599608,0.6324555320336759,0.0,0.0016586206639608457,0.0
369,15.0,0.0,9.641999999999985,0.0,0.8929999999999992,100.0,100.0,0.0,15.0,0.3610487803981353,1.0,0.8,0.0,0.7679015247044603,0.05,0.0,0.0,1.295218366640913,0.0,0.8072181310594491,0.0,0.0,0.0,0.0,0.06280068862344454,8.275113844157577e-17,2.5298221281347035,0.0,0.0016586206639608457,0.0
370,15.0,0.0,10.47533333333332,0.0,0.8429999999999993,100.0,100.0,0.0,15.0,0.33239916764117067,0.9359999999999999,0.8,0.0,0.7668659820479693,0.05,0.0,0.0,2.1195295308390443,0.0,0.763646951586049,0.0,0.0,0.0,0.0,0.08488671707388439,0.05137131831751073,2.5298221281347035,0.0,0.002253719695021277,0.0
371,15.0,0.0,10.121999999999986,0.0,0.792999999999999,100.0,100.0,0.0,15.0,0.34442193396425386,0.9956666666666665,0.3,0.0,0.7667618069839797,0.05,0.0,0.0,2.1239377591959436,0.0,0.7204327403257935,0.0,0.0,0.0,0.0,0.09172064823983359,0.02309668353083305,0.9486832980505138,0.0,0.0021765293235706975,0.0
372,15.0,0.0,10.708666666666653,0.0,0.8179999999999991,100.0,100.0,0.0,15.0,0.3237032922381801,0.9526666666666666,0.7,0.5,0.7659346569759022,0.05,0.0,0.0,2.034458826334265,0.0,0.8504613127264773,0.0,0.0,0.0,0.0,0.08883373967692033,0.050596442562694036,1.4944341180973262,1.5811388300841898,0.0022216513951400564,0.0
373,15.0,0.0,10.389999999999985,0.0,1.138999999999999,100.0,100.0,0.0,15.0,0.3348798014385057,1.002,0.2,1.0,0.7658304819119126,0.05,0.0,0.0,1.9156309601039163,0.0,1.1850218000807689,0.0,0.0,0.0,0.0,0.08869200248133348,0.033266599866332375,0.6324555320336759,3.1622776601683795,0.0022013680711808715,0.0
374,15.0,0.0,11.796666666666653,0.0,1.3729999999999989,100.0,100.0,0.0,15.0,0.2799801057754222,0.9136666666666666,0.4,0.5,0.7643886990262965,0.05,0.0,0.0,2.056993491050042,0.0,1.3741425609367384,0.0,0.0,0.0,0.0,0.08601023163447169,0.06914736455347635,1.2649110640673518,1.5811388300841895,0.0021143186936160383,0.0
375,15.0,0.0,11.436666666666653,0.0,1.453999999999999,100.0,100.0,0.0,15.0,0.28787439848315644,0.9973333333333333,0.5,0.5,0.764284523962307,0.05,0.0,0.0,2.086905086367415,0.0,1.5358544491223405,0.0,0.0,0.0,0.0,0.08776999194285545,0.025229807963528837,1.2692955176439848,1.5811388300841898,0.002122515337715467,0.0
376,15.0,0.0,11.876666666666654,0.0,1.3849999999999991,100.0,100.0,0.0,15.0,0.26646263140679327,0.9549999999999998,0.3,0.0,0.7635636325194988,0.05,0.0,0.0,1.8549932614432898,0.0,1.4921367974224822,0.0,0.0,0.0,0.0,0.07884409495003773,0.04717317714523058,0.9486832980505138,0.0,0.0020163358057572523,0.0
377,15.0,0.0,11.516666666666653,0.0,1.4669999999999992,100.0,100.0,0.0,15.0,0.27447376901627196,0.9969999999999999,0.4,0.5,0.763461540956789,0.05,0.0,0.0,1.5657798908744092,0.0,1.4481102628368232,0.0,0.0,0.0,0.0,0.07478030142828548,0.0251636618269919,1.2649110640673518,1.5811388300841898,0.0018566374908040764,0.0
378,15.0,0.0,11.82333333333332,0.0,1.544999999999999,100.0,100.0,0.0,15.0,0.25738901313632645,0.9659999999999999,1.1,0.5,0.7628469080792504,0.05,0.0,0.0,1.5911832696238597,0.0,1.3188147035206355,0.0,0.0,0.0,0.0,0.06741394591001053,0.06215869773172299,1.7919573407620817,1.5811388300841895,0.0017921354406517601,0.0
379,15.0,0.0,11.363333333333319,0.0,1.5499999999999992,100.0,100.0,0.0,15.0,0.26725889604198294,1.0073333333333332,0.5,0.5,0.7628469080792504,0.05,0.0,0.0,1.5779694719230155,0.0,1.4066271716414407,0.0,0.0,0.0,0.0,0.07098738610812734,0.013033669598769067,1.0801234497346435,1.5811388300841898,0.0017921354406517601,0.0
380,15.0,0.0,11.38333333333332,0.0,1.481999999999999,100.0,100.0,0.0,15.0,0.26291507815732035,0.9733333333333333,0.4,0.0,0.7624343748258514,0.05,0.0,0.0,1.3232255763572345,0.0,1.3592955691991506,0.0,0.0,0.0,0.0,0.06345262151191462,0.03442651863295485,1.2649110640673518,0.0,0.0015837487986334225,0.0
381,15.0,0.0,10.856666666666651,0.0,1.413999999999999,100.0,100.0,0.0,15.0,0.27505730692863556,1.0003333333333333,0.9,0.0,0.7624343748258514,0.05,0.0,0.0,1.3101738646284944,0.0,1.3123702052224266,0.0,0.0,0.0,0.0,0.06808229310356212,0.0010540925533893252,1.9119507199599979,0.0,0.0015837487986334225,0.0
382,15.0,0.0,11.043333333333319,0.0,1.3479999999999992,100.0,100.0,0.0,15.0,0.2644802219791856,0.9729999999999999,0.8,0.5,0.7619218335110226,0.05,0.0,0.0,1.491378515516172,0.0,1.2639338941926066,0.0,0.0,0.0,0.0,0.06105714701787769,0.054261597724858016,1.3984117975602022,1.5811388300841898,0.0016045830800578624,0.0
383,15.0,0.0,10.66333333333332,0.0,1.2839999999999991,100.0,100.0,0.0,15.0,0.272978490890039,0.9933333333333332,0.4,0.0,0.7618197419483128,0.05,0.0,0.0,1.443627974373963,0.0,1.2139485619708563,0.0,0.0,0.0,0.0,0.06102853621206143,0.02108185106778917,1.2649110640673518,0.0,0.0014323623023099587,0.0
384,15.0,0.0,10.609999999999985,0.0,1.220999999999999,100.0,100.0,0.0,15.0,0.27307442658378556,0.9883333333333333,0.6,0.5,0.7615134672601833,0.05,0.0,0.0,1.7537297115674875,0.0,1.1638103129137682,0.0,0.0,0.0,0.0,0.0545385320521658,0.045467394368022475,1.3498971154211057,1.5811388300841898,0.001556736300272556,0.0
385,15.0,0.0,10.269999999999985,0.0,1.306999999999999,100.0,100.0,0.0,15.0,0.28331571065137623,1.0006666666666666,0.4,1.0,0.7614113756974736,0.05,0.0,0.0,1.9892581904187714,0.0,1.2700835493077693,0.0,0.0,0.0,0.0,0.06669284867107553,0.015776212754932333,1.2649110640673518,2.1081851067789197,0.0017235312297217027,0.0
386,15.0,0.0,10.568299999999985,0.0,1.313999999999999,100.0,100.0,0.0,15.0,0.2717985791755394,0.964745,0.9745000000000001,0.5,0.7607967428199348,0.05,0.0,0.0,2.363250431863649,0.0,1.296269862164339,0.0,0.0,0.0,0.0,0.0701768833091707,0.04678347421768227,1.6848515430809394,1.5811388300841898,0.001583127394537559,0.0
387,15.0,0.0,10.374966666666651,0.0,1.245999999999999,100.0,100.0,0.0,15.0,0.27937095024667863,0.994,0.5,0.5,0.7605925596945152,0.05,0.0,0.0,2.081840949617955,0.0,1.2427406987961902,0.0,0.0,0.0,0.0,0.07276471921072784,0.02651810469364675,1.5811388300841895,1.5811388300841898,0.001597690646355893,0.0
388,15.0,0.0,10.54163333333332,0.0,1.179999999999999,100.0,100.0,0.0,15.0,0.27725135699243536,0.9666666666666666,0.0,0.0,0.7600800183796863,0.05,0.0,0.0,1.791802323546512,0.0,1.190032679289849,0.0,0.0,0.0,0.0,0.07616104465366272,0.03513641844631531,0.0,0.0,0.0015454296521409095,0.0
389,15.0,0.0,10.321633333333319,0.0,1.115999999999999,100.0,100.0,0.0,15.0,0.2853531140802793,0.9889999999999999,0.3,0.0,0.7598758352542667,0.05,0.0,0.0,1.561973588954884,0.0,1.1380021480159372,0.0,0.0,0.0,0.0,0.07793257418239487,0.030227532213260508,0.9486832980505138,0.0,0.0016039637332984388,0.0
390,15.0,0.0,10.908299999999985,0.0,1.051999999999999,100.0,100.0,0.0,15.0,0.26603502800059375,0.9503333333333333,0.0,0.5,0.7590591027525883,0.05,0.0,0.0,1.7159095809871423,0.0,1.086327145323482,0.0,0.0,0.0,0.0,0.0757816753310974,0.07935620585314929,0.0,1.5811388300841895,0.0014669733115737853,0.0
391,15.0,0.0,10.408299999999985,0.0,0.987999999999999,100.0,100.0,0.0,15.0,0.2795334637689092,0.9999999999999998,0.0,0.0,0.7590591027525883,0.05,0.0,0.0,1.7159095809871419,0.0,1.035060921449124,0.0,0.0,0.0,0.0,0.08111142451200061,1.0467283057891834e-16,0.0,0.0,0.0014669733115737853,0.0
392,15.0,0.0,10.488299999999985,0.0,1.222999999999999,100.0,100.0,0.0,15.0,0.2767917038579587,0.9843333333333332,0.4,1.5,0.7586486530004692,0.05,0.0,0.0,1.6835408045962985,0.0,1.3240346588279994,0.0,0.0,0.0,0.0,0.08039984033578768,0.03692000026751199,1.2649110640673518,3.374742788552764,0.0014018865709449293,0.0
393,15.0,0.0,9.99496666666665,0.0,1.334999999999999,100.0,100.0,0.0,15.0,0.2907921864525965,1.0036666666666665,0.4,0.5,0.7586486530004692,0.05,0.0,0.0,1.672984768550652,0.0,1.3485321237882646,0.0,0.0,0.0,0.0,0.08525845151914625,0.011595018087284031,1.2649110640673518,1.5811388300841895,0.0014018865709449293,0.0
394,15.0,0.0,9.654966666666649,0.0,1.2719999999999991,100.0,100.0,0.0,15.0,0.30105493439020026,1.0006666666666666,1.4,0.0,0.7585486032690135,0.05,0.0,0.0,1.4726732260974278,0.0,1.2998273389612598,0.0,0.0,0.0,0.0,0.08337913308288977,0.01421180173806175,2.3190036174568114,0.0,0.0014455011012035025,0.0
395,15.0,0.0,9.174966666666649,0.0,1.362999999999999,100.0,100.0,0.0,15.0,0.32030103746502075,1.0059999999999998,0.7,0.5,0.7585486032690135,0.05,0.0,0.0,1.4946662408728395,0.0,1.1887813554691666,0.0,0.0,0.0,0.0,0.08848047885150859,0.013033669598769075,2.2135943621178655,1.5811388300841895,0.0014455011012035025,0.0
396,15.0,0.0,10.141633333333317,0.0,1.3019999999999992,100.0,100.0,0.0,15.0,0.29589574886507986,0.9269999999999999,0.1,0.0,0.7574235125779258,0.05,0.0,0.0,1.113137046901768,0.0,1.1360242563920497,0.0,0.0,0.0,0.0,0.058152314420815324,0.08610143314790672,0.31622776601683794,0.0,0.0013088718061614304,0.0
397,15.0,0.0,9.781633333333316,0.0,1.241999999999999,100.0,100.0,0.0,15.0,0.30591353967411045,0.9966666666666667,0.8,0.0,0.757321421015216,0.05,0.0,0.0,1.3193331691089702,0.0,1.0837260826529092,0.0,0.0,0.0,0.0,0.061573909699854185,0.024595492912420757,1.6865480854231356,0.0,0.0015766524204846972,0.0
398,15.0,0.0,9.988299999999983,0.0,1.2569999999999992,100.0,100.0,0.0,15.0,0.30062238027677807,0.9763333333333332,1.2,0.5,0.7568088797003871,0.05,0.0,0.0,1.6984556561916455,0.0,0.9610763641760088,0.0,0.0,0.0,0.0,0.06132897392848936,0.0505390693509902,2.1499353995462798,1.5811388300841898,0.0015960722316286906,0.0
399,15.0,0.0,9.634966666666651,0.0,1.2699999999999991,100.0,100.0,0.0,15.0,0.3122621423903341,0.9983333333333333,0.6,0.5,0.7567067881376773,0.05,0.0,0.0,1.9065765353599624,0.0,0.9723396754449769,0.0,0.0,0.0,0.0,0.07208296032900144,0.02568806227043755,1.349897115421106,1.5811388300841898,0.0015766267229242288,0.0
400,15.0,0.0,10.228299999999985,0.0,1.2089999999999992,100.0,100.0,0.0,15.0,0.30150288778028783,0.9516666666666665,0.2,0.5,0.7558941392985072,0.05,0.0,0.0,1.444086797175913,0.0,0.9217790769304028,0.0,0.0,0.0,0.0,0.0584137956782079,0.04611445770988248,0.6324555320336759,1.5811388300841898,0.0016054855279211617,0.0
401,15.0,0.0,9.748299999999983,0.0,1.1469999999999991,100.0,100.0,0.0,15.0,0.3174214502472922,1.0033333333333334,0.4,0.0,0.7558941392985072,0.05,0.0,0.0,1.429828794465089,0.0,0.8731431090542303,0.0,0.0,0.0,0.0,0.0624209885166702,0.010540925533894652,1.2649110640673518,0.0,0.0016054855279211617,0.0
402,15.0,0.0,9.81496666666665,0.0,1.159999999999999,100.0,100.0,0.0,15.0,0.31746399646988677,0.9793333333333333,0.3,0.5,0.7554878148789221,0.05,0.0,0.0,1.5785703834658644,0.0,0.8050534833854892,0.0,0.0,0.0,0.0,0.06561192951134624,0.04135960933024657,0.9486832980505138,1.5811388300841898,0.0017299365893669377,0.0
403,15.0,0.0,9.268299999999984,0.0,1.042999999999999,100.0,100.0,0.0,15.0,0.34017570013046966,1.0003333333333333,0.0,0.5,0.7554878148789221,0.05,0.0,0.0,1.6729229277591464,0.0,0.9413825530097262,0.0,0.0,0.0,0.0,0.07461602939527519,0.016514116669768205,0.0,1.5811388300841895,0.0017299365893669377,0.0
404,15.0,0.0,9.228299999999983,0.0,1.201999999999999,100.0,100.0,0.0,15.0,0.3468788833664832,0.991,0.0,1.5,0.7551835820220469,0.05,0.0,0.0,1.5050250024583323,0.0,1.245987337192655,0.0,0.0,0.0,0.0,0.06243697977328801,0.027444669364800382,0.0,2.4152294576982394,0.0015938069363260901,0.0
405,15.0,0.0,8.821633333333317,0.0,1.1349999999999991,100.0,100.0,0.0,15.0,0.36260356477575495,0.9933333333333334,1.2,0.0,0.755081490459337,0.05,0.0,0.0,1.6554201320451125,0.0,1.198733127560555,0.0,0.0,0.0,0.0,0.07017487791785429,0.021081851067789224,2.6997942308422114,0.0,0.001807751416583095,0.0
406,15.0,0.0,9.01436666666665,0.0,0.9999999999999991,100.0,100.0,0.0,15.0,0.36726729037732425,0.9713216666666667,0.1655,0.5,0.7545771581395506,0.05,0.0,0.0,1.532016281784999,0.0,0.990959131346999,0.0,0.0,0.0,0.0,0.05969560704943076,0.042380101062283744,0.5233569527578669,1.5811388300841895,0.0016216645791439172,0.0
407,15.0,0.0,8.527699999999983,0.0,0.935999999999999,100.0,100.0,0.0,15.0,0.3890885410190646,1.0023333333333333,0.3,0.0,0.7545771581395506,0.05,0.0,0.0,1.5289086921359623,0.0,0.9495870447492186,0.0,0.0,0.0,0.0,0.0649024811535579,0.007378647873726158,0.9486832980505138,0.0,0.0016216645791439172,0.0
